movieId,title,genres
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama
30905,Bomb the System (2002),Action|Drama
4059,"Amati Girls, The (2000)",Drama
6883,Sylvia (2003),Drama|Romance
136469,Larry David: Curb Your Enthusiasm (1999),(no genres listed)
46716,Knock on Any Door (1949),Crime|Drama|Film-Noir
80337,Still Bill (2009),Documentary
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama
4022,Cast Away (2000),Drama
31160,"Abbott and Costello Meet the Killer, Boris Karloff (1949)",Comedy|Mystery|Thriller
149656,Three Sisters (2012),Documentary
25970,Carbine Williams (1952),Crime|Drama
7282,"Hip Hop Witch, Da (2000)",Comedy|Horror|Thriller
6911,"Jolson Story, The (1946)",Musical
2513,Pet Sematary (1989),Horror
1430,Underworld (1996),Comedy|Thriller
66352,Dry Season (Daratt) (2006),Drama
116746,Deadline (2011),Mystery|Thriller
129675,The Last Wolf (2015),Adventure
125313,Superstar (2012),Comedy
125029,Splendor (1989),(no genres listed)
47165,Ciao Manhattan (Ciao! Manhattan) (1972),Documentary|Drama|Romance
89246,Orderers (Les ordres) (1974),Drama
146776,La donna della domenica (1975),(no genres listed)
120881,The Two Policemen (1984),Comedy
120757,Beck - Rum 302 (2015),Crime|Mystery|Thriller
58530,On the Outs (2004),Drama
144074,Code Rush (2000),Documentary
94924,Rated X: A Journey Through Porn (1999),Documentary
67734,Adventureland (2009),Comedy|Drama
3651,"Blood Spattered Bride, The (La novia ensangrentada) (1972)",Horror
98485,Aftermath (2012),Drama|Thriller
112663,Buckskin Frontier (1943),Action|Western
26242,Duel (1971),Action|Mystery|Thriller
36527,Proof (2005),Drama
26720,Closet Land (1991),Drama|Thriller
3951,Two Family House (2000),Drama
61257,I.O.U.S.A. (a.k.a. IOUSA) (2008),Documentary
120857,Bloodsuckers (2005),Action|Horror|Sci-Fi
148040,Man Walking Around a Corner (1887),(no genres listed)
140579,My Sweet Little Village (1985),Comedy
197,"Stars Fell on Henrietta, The (1995)",Drama
80097,Mother Joan of the Angels (Matka Joanna od aniolów) (1961),Drama|Horror
1266,Unforgiven (1992),Drama|Western
50151,Home of the Brave (2007),Action|Drama|War
123314,Mischief Night (2013),Drama|Horror|Thriller
109653,Bitter Feast (2010),Comedy|Horror|Thriller
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
143523,Sleeping Giant (2015),Adventure|Drama
85020,"Mechanic, The (2011)",Action|Drama|Thriller
31225,Coach Carter (2005),Drama
138868,The Dream Team (2012),Comedy|Drama|Romance
4563,Young Einstein (1988),Comedy
133814,The Mars Underground (2007),Documentary
91795,Hans (Kukkulan kuningas) (2009) ,Crime|Drama
139086,Small Potatoes - Who Killed the USFL? (2009),Documentary
8595,"Flim-Flam Man, The (1967)",Action|Adventure|Comedy
43727,Orfeu (1999),Crime|Drama|Romance
147398,Made in France (2015),Thriller
78959,Endgame (2009),Drama
72591,"Patriot, The (1998)",Action|Thriller
148078,Wolf (2008),Action|Adventure|Drama
115931,LEGO Hero Factory: Savage Planet (2011),Action|Adventure|Animation|Children|Sci-Fi
66596,Mystery Team (2009),Comedy|Crime|Mystery
79224,"Karate Kid, The (2010)",Action|Children|Drama
81731,"Pillars of the Earth, The (2010)",Drama|Romance|Thriller
4320,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)",Comedy|Western
141462,Extinction: The G.M.O. Chronicles (2011),Drama|Horror
136638,The Ouija Experiment 2: Theatre of Death (2015),Horror
91952,"Mill and the Cross, The (2011)",Drama
1050,Looking for Richard (1996),Documentary|Drama
112840,Bullets for O'Hara (1941),Crime|Drama|Romance
26634,Pascali's Island (1988),Drama
135852,Boychoir (2014),Drama
136596,Mickey's Trailer (1938),Animation
132604,キサラギ (2007),Comedy|Mystery
122371,Let the Good Times Roll (1973),Documentary
70722,"Good Men, Good Women (1995)",Drama|Romance
5177,"Magnificent Ambersons, The (1942)",Drama|Romance
34371,Kiss and Make-Up (1934),Comedy|Musical|Romance
26170,"Bride Wore Black, The (La mariée était en noir) (1968)",Crime|Drama
121273,The Dentist 2 (1998),Crime|Horror|Mystery|Thriller
31040,Distant Thunder (1988),Drama
116259,Courage of Lassie (1946),Adventure|Children|Drama
79884,FC Venus (2006),Comedy|Romance
110173,Wolf (2013),Crime|Drama|Thriller
136245,Scooby-Doo! and the Reluctant Werewolf (1988),Animation|Children|Comedy|Mystery
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
143898,Saint Young Men (2013),Animation|Comedy
71278,Mr. Robinson Crusoe (1932),Adventure|Comedy
6724,Paper Moon (1973),Comedy|Crime|Drama
137296,Heaven Knows What (2014),(no genres listed)
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
2647,House of Frankenstein (1944),Horror
141860,Broken Horses (2015),Action|Crime|Drama|Mystery|Thriller
2580,Go (1999),Comedy|Crime
73384,"Phantom Lover, The (Ye ban ge sheng) (1995)",Drama|Mystery|Romance
27829,Slasher (2004),Documentary
124913,Union Depot (1932),Comedy|Drama|Romance
2856,I Saw What You Did (1965),Thriller
114550,When Animals Dream (Når dyrene drømmer) (2014),Drama|Horror|Mystery
32361,Come and Get It (1936),Drama
91797,"Chapman Report, The (1962)",Comedy|Drama|Romance
7122,King of Hearts (1966),Comedy|Drama|War
121632,Merlusse (1938),Comedy|Drama
44597,Youth of the Beast (Yaju no seishun) (1963),Action|Crime|Mystery
142420,High Rise (2015),Action|Drama|Sci-Fi
3276,Gun Shy (2000),Comedy
3528,"Prince of Tides, The (1991)",Drama|Romance
118958,Mosaic (1966),Animation
148820,Inbred (2012),Horror|Thriller
822,Hedd Wyn (1992),Drama|Romance|War
110889,"Point Men, The (2001)",Action|Drama
66337,Café Lumière (2003),Drama
27445,Avenging Angelo (2002),Action|Comedy|Crime
138410,Studio illegale (2013),Comedy
27838,Mean Creek (2004),Drama|Thriller
315,"Specialist, The (1994)",Action|Drama|Thriller
73359,"Guide for the Married Man, A (1967)",Comedy
116845,Valley Uprising (2014),Documentary
149996,Left Bank (2008),Drama|Horror|Thriller
27016,"Curve, The (Dead Man's Curve) (1998)",Comedy|Drama|Mystery|Romance|Thriller
45186,Mission: Impossible III (2006),Action|Adventure|Thriller
146455,Hallway (2015),Drama|Fantasy
112601,Dogs (1976),Horror|Thriller
133387,August Winds (2014),Documentary|Mystery
70839,Midnight Bayou (2009),Drama|Mystery|Romance
278,Miami Rhapsody (1995),Comedy
67900,Broken (2006),Horror|Thriller
1441,Benny & Joon (1993),Comedy|Romance
127701,In the Name of My Daughter (2014),Drama
93665,"Frankenstein Syndrome, The (2010)",Horror|Sci-Fi
52660,Night of the Ghouls (1959),Horror
144746,Gravy (2015),(no genres listed)
6252,View from the Top (2003),Comedy|Romance
2353,Enemy of the State (1998),Action|Thriller
115622,Disaster L.A. (2014),Action|Horror|Sci-Fi
107984,Massacre Canyon (1954),Western
136884,Time Pass (2014),Comedy|Romance
133824,The Human Centipede III (Final Sequence) (2015),Horror
64750,Pin... (1988),Horror
456,Fresh (1994),Crime|Drama|Thriller
142115,The Blue Planet (2001),(no genres listed)
3634,Seven Days in May (1964),Thriller
101812,"Mountain, The (1956)",Adventure|Drama
145052,"Ao, The Last Neanderthal (2010)",Adventure
7077,Way Down East (1920),Drama|Romance
3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi
107865,"Glass-blower's Children, The (Glasblåsarns barn) (1998)",Children|Drama
139259,A Crack in the Floor (2000),Horror
97692,We Are Legion: The Story of the Hacktivists (2012),Documentary
113234,"Thirty-Nine Steps, The (1978)",Crime|Mystery|Thriller
145108,Losing Ground (1982),(no genres listed)
132249,First to Fight (1967),Drama|War
111453,Strip Search (2004),Drama
81548,Desire Under the Elms (1958),Drama|Romance
138310,Unlikely Revolutionaries (2010),(no genres listed)
134238,Ghulam (1998),Crime|Drama|Romance
129401,Kevin Smith: Sold Out - A Threevening with Kevin Smith (2008),Comedy|Documentary
120536,The Snow White Murder Case (2014),Drama|Mystery
88423,3 Backyards (2010),Drama
6164,Lockdown (2000),Drama
110820,"Liberation of L.B. Jones, The (1970)",Crime|Drama
2236,Simon Birch (1998),Drama
139751,Jitters (2010),Drama
122335,The Land Before Time IX: Journey to the Big Water (2002),Adventure|Animation|Children
4393,Another Woman (1988),Drama
82928,Nude Nuns with Big Guns (2010),Action|Comedy
8503,Ivanhoe (1952),Adventure|Drama|Romance
122345,Mask Maker (2010),Horror|Thriller
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama
45303,"World, The (Shijie) (2004)",Drama
115953,Special Forces (2003),Action|Thriller|War
114197,Noam Chomsky: Distorted Morality (2003),Documentary
59834,100 Rifles (1969),Adventure|War|Western
66389,AmericanEast (2008),Drama
116849,Sex Ed (2014),Comedy|Romance
91079,Like Crazy (2011),Drama|Romance
4005,"Living Daylights, The (1987)",Action|Adventure|Thriller
3134,Grand Illusion (La grande illusion) (1937),Drama|War
80827,Brown of Harvard (1926),Drama|Romance
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
96679,Love Hina Again (2002),Animation|Comedy|Drama
107217,The Nutcracker in 3D (2009),Action|Children|Fantasy|Musical
86166,Crisis (Kris) (1946),Drama
2287,Them! (1954),Horror|Sci-Fi|Thriller
123737,The Big Land (1957),Western
100017,Keep the Lights On (2012),Drama
30825,Meet the Fockers (2004),Comedy
2618,"Castle, The (1997)",Comedy
111592,Birth of the Living Dead (2013),Documentary
144560,Familiar Strangers (2008),Comedy|Drama
25886,Random Harvest (1942),Drama|Romance
142885,"You're a Good Sport, Charlie Brown (1975)",Children|Drama|Romance
97244,Fat Kid Rules the World (2012),Comedy
58655,Drillbit Taylor (2008),Comedy
103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),Action|Adventure|Animation
96681,"Age of the Medici, The (L'età di Cosimo de Medici) (1973) ",Drama
110042,Schwestern (2013),Comedy
123099,The Hearse (1980),Drama|Horror|Mystery
108787,Tom at the Farm (Tom à la ferme) (2013),Drama
113862,"Guest, The (2014)",Thriller
32551,Speedy (1928),Action|Comedy
105121,Inescapable (2012),Action|Drama|War
80104,San Pietro (1945),Documentary|War
52528,Tristana (1970),Drama
137040,Hunger Point (2003),Drama
7410,"Osterman Weekend, The (1983)",Action|Thriller
144308,Black House (2007),Horror|Thriller
121165,Shark Attack 3: Megalodon (2002),Horror
112316,Jersey Boys (2014),Drama|Musical
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
147212,Alisa v strane chudes (1981),Animation
92006,White Irish Drinkers (2010),Drama
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",Action
125289,Unstable Fables: 3 Pigs & a Baby (2008),Animation|Children
3520,How to Stuff a Wild Bikini (1965),Comedy
111840,"Crime in Paradise, A (Crime au paradis, Un) (2001)",Comedy
77303,American Virgin (2009),Comedy
147897,Recep İvedik 2 (2009),Action|Sci-Fi|Thriller
79395,"Silver Chalice, The (1954)",Drama|Romance
2190,Why Do Fools Fall In Love? (1998),Drama
116223,The Conductor (2012),Drama
144852,Could It Happen Here? (1977),Crime
141840,Sportloto-82 (1982),Comedy
5363,"New Guy, The (2002)",Comedy
111126,"Gladiators, The (Gladiatorerna) (1969)",Drama|Sci-Fi
104731,Murder à la Mod (1968),Comedy|Crime|Mystery
137353,In Lieu of Flowers (2013),Comedy|Drama|Romance
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime|Fantasy|Horror
39364,"Profession of Arms, The (Il mestiere delle armi) (2001)",Adventure|Drama|War
56331,As Far As My Feet Will Carry Me (So weit die Füße tragen) (2001),Drama|War
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Action|Adventure|Animation
44020,Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi
108879,Teen Beach Movie (2013),Children|Musical
148188,"Cry, Onion! (1975)",Western
105709,Brazilian Western (Faroeste Caboclo) (2013),Crime|Drama|Romance
33945,"New Land, The (Nybyggarna) (1972)",Drama|Western
6983,Jane Eyre (1944),Drama|Romance
7392,Bandolero! (1968),Western
90314,No Exit (Huis clos) (1954),Drama
140247,The Gift (2015),Drama|Horror
1381,Grease 2 (1982),Comedy|Musical|Romance
4214,Revenge of the Nerds (1984),Comedy
109392,Blind Massage (Tui na) (2014),Drama
64845,"Memory Keeper's Daughter, The (2008)",Drama
26134,Dracula: Prince of Darkness (1966),Horror|Mystery
129032,Sense & Sensibility (2008),Drama|Romance
26496,One Deadly Summer (L'été meurtrier) (1983),Comedy|Drama|Mystery
191,"Scarlet Letter, The (1995)",Drama|Romance
1357,Shine (1996),Drama|Romance
3741,Badlands (1973),Crime|Drama|Thriller
149723,The Last: Naruto the Movie (2014),Action|Animation|Romance
114146,Castle in the Desert (Charlie Chan in Castle in the Desert) (1942),Comedy|Crime|Mystery|Thriller
112895,Willow Creek (2013),Horror|Mystery
84230,"Balloonatic, The (1923)",Comedy
32383,Finian's Rainbow (1968),Fantasy|Musical
127156,Prophet's Prey (2015),Crime|Documentary
375,Safe Passage (1994),Drama
96543,The Great Northfield Minnesota Raid (1972),Action|Western
54004,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance
53466,Nancy Drew (2007),Adventure|Crime|Thriller
125998,Halloween is Grinch Night (1977),Animation|Children
148614,So Evil My Love (1948),Drama
140553,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics (1911)",Animation|Comedy
113947,"Lady of Chance, A (1928)",Comedy|Drama|Romance
79251,"Serbian Film, A (Srpski film) (2010)",Horror|Thriller
86453,Pleasures of the Flesh (Etsuraku) (1965),Comedy|Drama
54826,Do You Like Hitchcock? (Ti piace Hitchcock?) (2005),Horror|Mystery|Thriller
132424,The Longest Ride (2015),Drama|Romance
44611,They Call Me Mister Tibbs! (1970),Crime|Drama|Mystery
756,Carmen Miranda: Bananas Is My Business (1994),Documentary
91106,Circle of Deceit (Die Fälschung) (1981),Drama|War
126387,Modris (2014),Drama
135589,1920 (2008),Drama|Horror|Thriller
100617,Patton Oswalt: No Reason to Complain (2004),Comedy
31742,Jeremy (1973),Drama|Romance
1968,"Breakfast Club, The (1985)",Comedy|Drama
46713,Desperate (1947),Drama|Film-Noir
120414,Front Page Woman (1935),Comedy|Romance
120286,Daughters of Dolma (2013),Documentary
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
79590,"Rebound, The (2009)",Comedy|Romance
131122,Love Exposure (2007),Action|Comedy|Drama|Romance
1879,"Hanging Garden, The (1997)",Drama|Romance
69506,Luther the Geek (1990),Horror
6464,Good Burger (1997),Children|Comedy
105269,Machete Maidens Unleashed! (2010),Documentary
7246,"Violent Years, The (1956)",Drama
26982,Men with Guns (1997),Drama
90795,"Exercice de l'État, L' (2011)",Drama
143713,My Mother (2015),Drama
88282,Sombre (1998),Drama|Horror
92646,Tin Pan Alley (1940),Drama|Musical|Romance
32770,Brothers (Brødre) (2004),Drama
33188,Mischief (1985),Comedy|Romance
39048,Fjorton suger (2004),Drama|Romance
91231,My Flesh My Blood (Moja krew) (2009),Drama
125435,The Mark (2012),Action|Thriller
128942,Hollywood Between Paranoia and Sci-Fi. The Power of Myth (2011),Documentary
4602,Harlem Nights (1989),Comedy|Crime|Romance
104843,And Now a Word from Our Sponsor (2013),Comedy|Drama
135571,The American Film Institute Salute to Frank Capra (1982),Documentary
71458,The Five Man Army (1969),Western
130050,Digging Up the Marrow (2014),Drama|Fantasy|Horror|Mystery|Thriller
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance
91163,Moonlight and Cactus (1944),Comedy|Musical|Western
2242,"Grandview, U.S.A. (1984)",Drama
83972,"Europeans, The (1979)",Drama|Romance
138350,Tous les soleils (2011),Comedy
129386,You Die... But I Live (1967),Action|Western
59705,"Witnesses, The (Les témoins) (2007)",Drama
113048,Tables Turned on the Gardener (1895),Comedy
104540,"Immortals, The (1995)",Action|Crime|Drama
137228,Stand Clear of the Closing Doors (2014),Drama
25831,These Three (1936),Drama|Romance
145604,Soldier of God (2005),Drama
111789,Gulliver's Travels (1977),Adventure|Animation
43912,Freedomland (2006),Crime|Drama
135691,Señorita Justice,(no genres listed)
136894,All This Mayhem (2014),Documentary
71743,"Wedding March, The (1928)",Drama|Romance
4942,"Angry Red Planet, The (1959)",Sci-Fi
31584,Rosenstrasse (2003),Drama|War
56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",Documentary
129378,What Have They Done to Your Daughters? (1974),Mystery|Romance|Thriller
59709,"Oxford Murders, The (2007)",Crime|Mystery|Romance|Thriller
109985,"Human Factor, The (1979)",Drama|Thriller
6585,White Lightning (1973),Action|Crime|Drama
106144,"Selfish Giant, The (2013)",Drama
119670,National Gallery (2014),Documentary
120829,Scattered Clouds (Midaregumo) (1967),Drama
142811,Carnival of Souls (1998),Horror|Thriller
144288,Carved: The Slit-Mouthed Woman (2007),Horror
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
121447,The Bride (1985),Horror|Romance|Sci-Fi|Thriller
134708,Comedy Central Roast of Donald Trump (2011),Comedy
88301,Beverly Hills Chihuahua 2 (2011),Children|Comedy
144180,Mad As Hell (2014),(no genres listed)
33148,King's Ransom (2005),Comedy|Crime
109457,When Pigs Have Wings (2011),Comedy
79339,Five and Ten (1931),Romance
91660,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller
150896,Walesa: Man of Hope (2013),Drama
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action
5714,Buddy Buddy (1981),Comedy
116173,Three on a Weekend (1938),Drama
125944,Desire: The Vampire (1982),Crime|Horror|Thriller
107499,"Vida precoz y breve de Sabina Rivas, La (Precocious and Brief Life of Sabina Rivas, The) (2012)",Adventure|Drama|Romance
